dpl,nperi,ci,nce,category
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,13,1
251,5,8,9,1
251,5,8,9,1
251,5,8,18,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,11,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,13,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,10,1
251,5,8,9,1
251,5,8,9,1
251,5,8,10,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,11,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,10,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,10,9,1
251,5,10,6,1
251,5,10,6,1
251,5,10,6,1
251,5,10,6,1
251,5,10,6,1
251,5,10,6,1
251,5,10,8,1
251,5,10,8,1
251,5,10,7,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,9,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,10,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,9,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,10,1
251,5,10,8,1
251,5,10,8,1
251,5,10,9,1
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,11,2
251,5,9,11,2
251,5,9,8,2
251,5,9,11,2
251,5,9,11,2
251,5,9,12,2
251,5,9,12,2
251,5,9,11,2
251,5,9,11,2
251,5,9,12,2
251,5,9,12,2
251,5,9,11,2
251,5,9,11,2
251,5,8,15,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,13,1
251,5,8,9,1
251,5,8,10,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,10,9,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,10,10,1
251,5,9,10,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,11,2
251,5,9,12,2
251,5,9,11,2
251,5,9,11,2
251,5,9,11,2
251,5,9,15,2
251,5,9,11,2
251,5,9,11,2
251,5,9,11,2
251,5,9,11,2
251,5,9,12,2
251,5,9,11,2
251,5,9,11,2
251,5,8,11,1
251,5,8,8,1
251,5,8,8,1
251,5,8,8,1
251,5,8,8,1
251,5,8,8,1
251,5,8,8,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,10,9,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,7,1
251,5,10,8,1
251,5,10,8,1
251,5,10,7,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,10,8,1
251,5,11,8,2
251,5,11,6,2
251,5,11,6,2
251,5,11,6,2
251,5,11,6,2
251,5,11,6,2
251,5,11,6,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,11,7,2
251,5,13,7,1
251,5,13,6,1
251,5,13,6,1
251,5,13,6,1
251,5,13,6,1
251,5,13,6,1
251,5,13,6,1
251,5,13,9,1
251,5,13,9,1
251,5,13,8,1
251,5,13,13,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,13,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,6,1
251,5,8,8,1
251,5,8,13,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,11,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,10,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,9,9,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,8,2
251,5,9,14,2
251,5,9,11,2
251,5,9,8,2
251,5,9,12,2
251,5,9,11,2
251,5,9,11,2
251,5,9,11,2
251,5,9,12,2
251,5,9,11,2
251,5,9,11,2
251,5,9,11,2
251,5,9,11,2
251,5,9,12,2
251,5,8,11,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,6,1
251,5,8,13,1
251,5,8,10,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,11,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,11,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,14,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,11,1
251,5,8,13,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,8,9,1
251,5,8,8,1
251,5,8,9,1
251,5,46,9,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,46,2,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,10,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,10,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,9,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,3,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,3,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
251,5,8,2,1
